Fecha_prueba|Matricula|Temp_Amb|Humr_Amb|Marca|Modelo|Cilindraje|Combustible|Kilometraje|Fecha_ITV|CDA|Temp_motor|RPM_motor|HC|CO|CO2|O2|RPM_Cru|HC_Cru|CO_Cru|CO2_Cru|O2_Cru
2021-10-11 00:00:00|0810 XGJ|22.9|45.3|MARCA 5|2016|1400|Gasolina|139050.0|2021-05-14|EMPRESA E|77.0|818|82|0.42|11.9|1.8|2613|136|0.13|11.1|1.6
2021-10-24 00:00:00|7181 UAH|18.1|46.3|MARCA 4|2012|1200|GNV_gasolina|243000.0|2021-02-09|EMPRESA E|74.0|894|149|0.27|14.4|1.2|2306|92|0.27|12.1|1.1
2021-10-29 00:00:00|9165 UFV|20.7|44.4|MARCA 2|2014|1200|Gasolina|170100.0|2021-01-20|EMPRESA F|72.0|937|50|0.46|13.2|1.4|2354|58|0.46|15.5|1.0
2021-10-28 00:00:00|7481 UJQ|20.6|48.4|MARCA 4|2009|999|Gasolina|343440.0|2021-03-22|EMPRESA D|78.0|937|141|0.2|12.9|3.8|2375|94|0.34|10.6|1.8
2021-10-03 00:00:00|2620 RDY|18.1|48.4|MARCA 4|2011|999|Gasolina|272700.0|2021-01-03|EMPRESA G|84.0|910|57|0.16|15.2|2.7|2586|86|0.37|12.0|3.2
2021-10-23 00:00:00|9468 YOP|19.0|41.2|MARCA 4|2004|1200|Gasolina|459000.0|2021-02-28|EMPRESA A|82.0|825|120|0.26|14.2|3.0|2379|144|0.25|11.7|2.4
2021-10-03 00:00:00|2890 VCZ|19.6|41.8|MARCA 4|2017|1200|GNV|97200.0|2021-05-12|EMPRESA J|81.0|863|66|0.49|11.4|2.5|2595|114|0.32|15.9|2.6
2021-10-07 00:00:00|3591 JNZ|19.4|40.0|MARCA 2|2015|1200|Gasolina|145800.0|2021-01-16|EMPRESA J|78.0|917|132|0.15|10.2|1.7|2618|70|0.11|14.0|2.6
2021-10-11 00:00:00|2767 KHI|19.4|48.5|MARCA 5|2009|999|GNV_gasolina|320760.0|2021-02-16|EMPRESA C|78.0|830|71|0.22|15.9|3.7|2369|131|0.22|13.5|2.4
2021-10-09 00:00:00|6922 UWC|22.8|48.8|MARCA 1|2013|999|GNV_gasolina|196560.0|2021-03-02|EMPRESA A|86.0|932|79|0.47|10.2|3.4|2423|80|0.25|11.2|1.3
2021-10-11 00:00:00|4758 CHQ|19.8|51.3|MARCA 3|2015|999|GNV|160380.0|2021-02-26|EMPRESA E|76.0|855|117|0.25|10.4|1.2|2383|89|0.42|15.7|2.5
2021-10-14 00:00:00|8714 OBY|18.0|46.1|MARCA 1|2019|999|GNV_gasolina|59400.0|2021-04-19|EMPRESA E|79.0|838|101|0.27|11.4|3.1|2371|57|0.46|10.6|2.9
2021-10-30 00:00:00|4842 BNP|20.3|48.4|MARCA 1|2003|1200|Gasolina|456840.0|2021-02-08|EMPRESA G|78.0|844|68|0.15|10.8|2.4|2460|102|0.25|13.6|1.9
2021-10-06 00:00:00|3312 WTB|21.6|49.6|MARCA 5|2015|999|Gasolina|176580.0|2021-05-14|EMPRESA J|70.0|810|80|0.46|11.9|2.6|2400|126|0.43|12.8|3.3
2021-10-27 00:00:00|8306 EUK|19.0|47.9|MARCA 4|2021|1400|GNV_gasolina|6723.0|2021-01-05|EMPRESA D|85.0|821|108|0.38|12.4|2.1|2368|120|0.47|15.8|1.3
2021-10-12 00:00:00|4472 ANO|19.6|49.4|MARCA 4|2011|999|Gasolina|256500.0|2021-01-10|EMPRESA I|87.0|865|72|0.15|14.0|2.9|2496|98|0.14|12.6|3.7
2021-10-18 00:00:00|6953 WMQ|18.8|46.6|MARCA 1|2014|1200|Gasolina|171990.0|2020-12-29|EMPRESA F|88.0|864|60|0.45|14.2|3.8|2519|117|0.21|11.4|1.4
2021-10-07 00:00:00|4820 TMY|21.2|50.7|MARCA 4|2002|1400|Gasolina|461700.0|2021-03-07|EMPRESA A|73.0|815|126|0.43|11.3|3.0|2672|102|0.47|14.8|1.1
2021-10-08 00:00:00|3498 QSL|19.8|42.7|MARCA 3|2010|999|GNV_gasolina|317790.0|2021-03-22|EMPRESA B|71.0|887|132|0.18|14.4|1.3|2590|118|0.15|12.6|2.7
2021-10-18 00:00:00|4814 OUO|20.9|43.2|MARCA 5|2005|1200|GNV_gasolina|410400.0|2021-04-24|EMPRESA H|70.0|864|100|0.12|12.8|2.1|2595|101|0.31|11.1|2.8
2021-10-22 00:00:00|4747 FYM|19.5|50.2|MARCA 4|2020|1400|GNV|27810.0|2021-05-10|EMPRESA A|79.0|876|89|0.16|15.2|1.8|2351|137|0.4|15.9|3.2
2021-10-02 00:00:00|1646 RYD|18.7|45.4|MARCA 1|2012|1400|Gasolina|238140.0|2021-03-28|EMPRESA D|81.0|850|77|0.34|10.5|2.0|2583|76|0.37|11.1|2.3
2021-10-08 00:00:00|4480 TAA|19.0|51.4|MARCA 2|2019|999|GNV_gasolina|56700.0|2021-04-17|EMPRESA H|86.0|884|98|0.4|10.5|3.7|2442|84|0.17|11.9|3.9
2021-10-08 00:00:00|6778 FUK|22.9|48.1|MARCA 3|2002|1200|Gasolina|507870.0|2021-01-27|EMPRESA H|78.0|827|115|0.21|13.0|2.7|2615|129|0.15|11.9|2.1
2021-10-17 00:00:00|0250 AKH|21.8|53.8|MARCA 1|2007|1200|Gasolina|351540.0|2020-12-16|EMPRESA E|71.0|842|51|0.34|10.8|3.5|2390|62|0.39|12.8|1.4
2021-10-22 00:00:00|8965 TGM|20.4|43.8|MARCA 1|2005|1200|GNV|393120.0|2021-03-24|EMPRESA G|77.0|930|88|0.19|14.8|2.1|2577|122|0.35|10.2|3.5
2021-10-09 00:00:00|6482 EPL|20.9|43.7|MARCA 4|2008|999|GNV|365040.0|2021-05-11|EMPRESA H|76.0|860|140|0.45|10.1|1.2|2473|71|0.22|12.1|2.3
2021-10-18 00:00:00|7364 ZTC|18.0|41.2|MARCA 3|2004|999|Gasolina|486540.0|2021-04-13|EMPRESA J|87.0|866|125|0.2|12.5|1.8|2601|112|0.29|10.2|1.8
2021-10-31 00:00:00|4122 RNH|19.2|44.1|MARCA 5|2015|1200|GNV_gasolina|155520.0|2021-03-22|EMPRESA I|70.0|877|50|0.15|14.5|2.5|2671|57|0.26|13.0|1.2
2021-10-14 00:00:00|0288 RZY|22.7|54.5|MARCA 3|2006|999|GNV|405000.0|2020-12-27|EMPRESA G|72.0|810|115|0.5|15.4|2.0|2383|132|0.21|12.5|2.0
2021-10-22 00:00:00|5173 MYK|22.0|46.9|MARCA 5|2006|999|GNV|405000.0|2021-04-01|EMPRESA J|70.0|892|68|0.13|13.7|3.8|2504|91|0.32|14.6|1.6
2021-10-14 00:00:00|3437 UMH|18.5|43.9|MARCA 5|2015|999|GNV_gasolina|162000.0|2021-04-28|EMPRESA B|83.0|899|60|0.27|10.2|3.2|2679|140|0.17|10.5|3.4
2021-10-26 00:00:00|9583 CKS|20.6|45.8|MARCA 2|2020|1200|GNV|26460.0|2021-01-26|EMPRESA G|81.0|857|54|0.13|13.6|3.5|2614|142|0.35|13.6|2.3
2021-10-29 00:00:00|0915 MOQ|21.2|49.7|MARCA 3|2017|999|GNV|104760.0|2021-03-02|EMPRESA G|77.0|908|107|0.42|15.3|3.3|2329|69|0.49|13.2|1.0
2021-10-31 00:00:00|2345 PNF|18.7|51.4|MARCA 1|2019|1200|GNV_gasolina|59400.0|2021-03-17|EMPRESA J|80.0|845|60|0.29|12.1|1.4|2585|60|0.3|14.1|2.3
2021-10-14 00:00:00|4985 BFR|19.5|43.2|MARCA 4|2006|1400|Gasolina|368550.0|2020-12-14|EMPRESA E|72.0|914|77|0.26|13.9|1.4|2336|150|0.36|14.2|3.3
2021-10-21 00:00:00|6223 LEH|20.5|51.9|MARCA 1|2008|1400|GNV|368550.0|2021-02-01|EMPRESA C|86.0|924|140|0.3|11.8|3.2|2309|98|0.21|15.4|1.1
2021-10-26 00:00:00|2543 HLS|22.7|42.7|MARCA 4|2008|999|GNV|340470.0|2021-05-15|EMPRESA A|83.0|831|59|0.34|10.3|2.7|2379|124|0.4|10.9|3.9
2021-10-03 00:00:00|0392 XNC|18.5|50.0|MARCA 4|2020|999|GNV|25380.0|2021-04-09|EMPRESA H|85.0|884|93|0.35|12.9|1.7|2492|70|0.44|10.9|2.6
2021-10-06 00:00:00|6337 XZL|21.4|41.4|MARCA 1|2008|999|GNV|329940.0|2021-04-27|EMPRESA B|81.0|885|109|0.33|10.7|2.7|2329|68|0.5|11.9|1.8
2021-10-22 00:00:00|6848 JAO|21.4|40.8|MARCA 1|2015|1200|GNV_gasolina|165240.0|2021-02-19|EMPRESA C|75.0|909|84|0.41|13.6|3.1|2546|144|0.14|12.8|1.8
2021-10-19 00:00:00|2016 HKM|19.5|48.2|MARCA 1|2002|1200|Gasolina|487350.0|2021-05-21|EMPRESA D|71.0|903|87|0.1|12.0|3.7|2601|138|0.2|12.1|2.9
2021-10-09 00:00:00|1938 KKN|19.7|52.8|MARCA 1|2013|1200|GNV_gasolina|205200.0|2021-02-08|EMPRESA C|84.0|937|121|0.44|14.1|3.5|2323|106|0.24|11.9|2.9
2021-10-01 00:00:00|0314 CKA|22.3|50.1|MARCA 2|2006|1200|GNV|396900.0|2021-04-06|EMPRESA F|72.0|873|92|0.31|15.4|1.8|2557|58|0.27|14.7|3.8
2021-10-07 00:00:00|4064 HIJ|18.5|46.2|MARCA 4|2007|999|Gasolina|393120.0|2020-12-16|EMPRESA J|88.0|829|110|0.26|12.3|2.8|2431|72|0.24|11.6|1.1
2021-10-04 00:00:00|4440 ENY|20.7|54.6|MARCA 5|2010|1200|GNV|326700.0|2020-12-14|EMPRESA F|84.0|849|58|0.21|15.3|2.1|2557|140|0.43|13.1|2.1
2021-10-18 00:00:00|2044 FHU|21.1|41.9|MARCA 5|2002|1400|GNV|559170.0|2021-04-19|EMPRESA D|77.0|942|133|0.11|11.8|1.1|2374|90|0.21|14.2|1.1
2021-10-11 00:00:00|1690 VZN|19.0|46.4|MARCA 4|2004|999|GNV_gasolina|459000.0|2021-05-06|EMPRESA A|89.0|848|84|0.28|11.7|2.1|2542|111|0.26|10.8|1.1
2021-10-03 00:00:00|6025 XKC|20.7|51.4|MARCA 4|2019|1200|GNV_gasolina|51300.0|2021-02-12|EMPRESA C|83.0|871|109|0.2|11.7|3.9|2447|111|0.17|11.0|3.3
2021-10-03 00:00:00|3770 RAH|20.6|42.7|MARCA 2|2021|1200|GNV_gasolina|14419.0|2021-01-18|EMPRESA A|77.0|890|130|0.48|13.5|1.1|2430|131|0.3|14.7|2.2
2021-10-13 00:00:00|7369 BQJ|21.1|40.0|MARCA 2|2002|1200|GNV_gasolina|523260.0|2021-04-27|EMPRESA G|72.0|807|131|0.1|14.9|1.4|2539|106|0.31|10.9|2.7
2021-10-25 00:00:00|7165 JBZ|22.9|53.5|MARCA 4|2003|999|GNV|456840.0|2020-12-13|EMPRESA E|73.0|882|76|0.25|14.9|1.5|2579|115|0.25|14.3|1.4
2021-10-05 00:00:00|8542 ZOL|22.4|41.6|MARCA 5|2020|1400|Gasolina|29430.0|2020-12-30|EMPRESA F|76.0|854|118|0.16|13.2|2.5|2381|122|0.4|14.6|3.0
2021-10-17 00:00:00|4681 NMP|21.1|45.4|MARCA 3|2017|1400|GNV|100440.0|2021-04-22|EMPRESA H|82.0|899|72|0.49|14.8|3.9|2327|114|0.16|12.5|2.7
2021-10-01 00:00:00|3217 XMP|19.3|46.7|MARCA 1|2011|1200|Gasolina|243000.0|2021-03-19|EMPRESA B|85.0|874|118|0.27|13.6|2.2|2337|111|0.27|13.8|2.6
2021-10-23 00:00:00|6155 FCK|18.3|46.3|MARCA 1|2008|999|Gasolina|382590.0|2021-04-24|EMPRESA C|71.0|840|97|0.44|13.7|1.7|2334|133|0.21|12.8|2.8
2021-10-15 00:00:00|9220 DMC|22.2|54.7|MARCA 2|2011|1200|GNV|278100.0|2021-02-17|EMPRESA F|90.0|872|138|0.35|12.0|1.3|2599|67|0.43|14.0|1.3
2021-10-17 00:00:00|8408 CSP|21.3|41.9|MARCA 3|2006|999|GNV|429300.0|2021-04-28|EMPRESA C|90.0|941|124|0.24|12.6|3.4|2521|137|0.21|13.6|3.8
2021-10-08 00:00:00|4383 ZAO|19.4|40.8|MARCA 3|2021|999|Gasolina|6494.0|2021-03-27|EMPRESA E|90.0|887|57|0.32|12.9|3.1|2364|118|0.12|10.1|1.0
2021-10-10 00:00:00|0515 WMH|20.9|42.0|MARCA 1|2001|1400|Gasolina|518400.0|2021-03-25|EMPRESA H|80.0|948|97|0.24|13.8|2.6|2548|85|0.33|10.0|3.6
2021-10-24 00:00:00|8136 YHI|22.0|46.5|MARCA 5|2006|999|GNV|425250.0|2021-02-18|EMPRESA F|87.0|803|55|0.13|10.6|2.6|2374|98|0.23|14.4|2.9
2021-10-11 00:00:00|9957 QNR|21.7|46.3|MARCA 1|2009|1200|GNV_gasolina|327240.0|2021-03-31|EMPRESA J|79.0|945|127|0.13|10.8|2.4|2471|101|0.33|12.7|3.6
2021-10-21 00:00:00|2697 AMT|21.7|55.8|MARCA 5|2001|1400|GNV|561600.0|2021-04-19|EMPRESA J|74.0|851|74|0.17|12.6|3.6|2427|93|0.41|14.4|2.2
2021-10-25 00:00:00|4163 FHX|20.8|52.9|MARCA 4|2004|1400|Gasolina|436050.0|2021-01-03|EMPRESA C|71.0|916|75|0.44|15.8|1.7|2411|101|0.35|15.0|2.3
2021-10-09 00:00:00|3336 HOB|20.9|48.4|MARCA 4|2013|1200|Gasolina|233280.0|2021-03-01|EMPRESA D|76.0|822|129|0.5|12.6|2.6|2422|87|0.29|13.0|3.6
2021-10-23 00:00:00|3638 AAD|22.5|43.6|MARCA 2|2019|999|GNV|57240.0|2021-05-14|EMPRESA I|72.0|800|98|0.18|14.5|3.1|2596|140|0.15|10.2|1.5
2021-10-15 00:00:00|2172 YLY|22.3|53.3|MARCA 4|2003|999|Gasolina|466560.0|2021-05-13|EMPRESA I|85.0|897|112|0.13|13.8|3.9|2559|100|0.47|13.5|3.4
2021-10-16 00:00:00|7090 HOL|20.3|43.4|MARCA 4|2004|1200|GNV|454410.0|2021-01-11|EMPRESA C|82.0|802|63|0.23|14.5|3.8|2694|108|0.43|12.1|2.0
2021-10-04 00:00:00|5912 BZE|22.7|44.5|MARCA 5|2018|999|Gasolina|88290.0|2021-03-12|EMPRESA H|80.0|906|92|0.1|14.1|3.5|2449|106|0.15|15.7|3.3
2021-10-29 00:00:00|4330 DST|19.3|53.9|MARCA 3|2005|999|Gasolina|401760.0|2020-12-25|EMPRESA F|87.0|853|61|0.23|14.7|3.2|2479|88|0.19|10.2|2.0
2021-10-04 00:00:00|0768 KXF|20.3|42.3|MARCA 3|2001|1400|GNV|594000.0|2021-03-10|EMPRESA B|78.0|836|78|0.28|13.4|2.3|2401|92|0.39|11.9|1.4
2021-10-02 00:00:00|5251 GRK|18.3|43.6|MARCA 5|2003|1400|GNV|495720.0|2021-01-20|EMPRESA A|76.0|924|103|0.25|15.9|3.4|2659|54|0.18|12.7|3.4
2021-10-25 00:00:00|1388 JRM|20.0|51.0|MARCA 4|2014|1200|GNV|206010.0|2021-01-23|EMPRESA H|79.0|842|142|0.22|15.4|1.7|2395|99|0.33|13.4|1.2
2021-10-25 00:00:00|5769 IKD|22.8|55.6|MARCA 5|2014|1200|GNV|170100.0|2021-02-02|EMPRESA G|90.0|907|126|0.36|15.1|3.6|2335|87|0.16|10.6|2.7
2021-10-24 00:00:00|6730 IAO|18.9|52.1|MARCA 2|2006|1200|GNV_gasolina|372600.0|2021-04-13|EMPRESA H|73.0|814|73|0.35|12.4|3.5|2580|131|0.4|12.8|1.0
2021-10-02 00:00:00|1325 AKH|22.1|45.2|MARCA 1|2008|999|GNV|326430.0|2021-05-21|EMPRESA I|83.0|857|55|0.32|11.5|3.1|2510|136|0.46|10.0|3.2
2021-10-20 00:00:00|9496 WBH|21.1|52.0|MARCA 1|2012|999|Gasolina|228420.0|2021-03-14|EMPRESA I|81.0|860|149|0.42|15.3|1.5|2555|58|0.29|13.8|1.0
2021-10-31 00:00:00|5631 YWB|21.9|49.0|MARCA 4|2020|999|GNV_gasolina|26460.0|2021-02-26|EMPRESA E|85.0|853|104|0.46|14.5|3.5|2508|50|0.27|12.0|2.1
2021-10-23 00:00:00|8905 YZC|22.6|55.6|MARCA 4|2009|1400|GNV_gasolina|294840.0|2021-03-23|EMPRESA B|75.0|907|106|0.26|14.2|1.3|2642|102|0.12|15.6|2.7
2021-10-02 00:00:00|8429 CWK|22.9|50.6|MARCA 2|2019|1200|GNV|57780.0|2021-04-09|EMPRESA A|73.0|943|70|0.15|14.7|1.3|2495|56|0.46|11.1|1.3
2021-10-03 00:00:00|4312 MBL|20.5|40.6|MARCA 2|2007|1200|Gasolina|393120.0|2021-02-01|EMPRESA D|87.0|949|79|0.39|12.0|2.4|2422|133|0.22|14.3|3.7
2021-10-09 00:00:00|4840 GBF|22.4|50.4|MARCA 2|2010|999|GNV_gasolina|294030.0|2021-06-01|EMPRESA C|84.0|849|127|0.41|15.0|2.3|2352|77|0.13|12.5|2.3
2021-10-19 00:00:00|1539 UAY|22.2|44.0|MARCA 1|2003|999|GNV|481140.0|2021-02-12|EMPRESA C|80.0|832|90|0.42|15.5|3.5|2672|89|0.36|11.1|2.8
2021-10-30 00:00:00|8545 DBX|20.2|44.3|MARCA 4|2008|999|GNV_gasolina|386100.0|2021-03-31|EMPRESA E|75.0|814|106|0.39|14.1|2.2|2556|100|0.33|13.5|3.2
2021-10-11 00:00:00|0794 RPQ|18.8|49.8|MARCA 5|2010|999|GNV_gasolina|297000.0|2021-05-11|EMPRESA B|76.0|806|71|0.14|14.3|1.5|2659|111|0.21|14.9|2.4
2021-10-03 00:00:00|7433 CGD|19.1|55.7|MARCA 1|2017|1400|Gasolina|103680.0|2021-02-19|EMPRESA G|78.0|906|116|0.4|14.0|1.5|2402|145|0.3|10.1|1.5
2021-10-29 00:00:00|3453 AEF|21.9|40.7|MARCA 4|2005|1200|GNV|466560.0|2021-05-06|EMPRESA D|77.0|859|112|0.45|10.6|3.7|2676|127|0.11|13.2|1.7
2021-10-05 00:00:00|9237 YZT|22.6|51.4|MARCA 2|2018|999|Gasolina|81000.0|2021-05-21|EMPRESA F|72.0|886|111|0.17|10.3|1.7|2397|114|0.36|10.5|2.6
2021-10-04 00:00:00|5797 YWI|21.3|46.0|MARCA 4|2013|1200|GNV|231120.0|2021-04-27|EMPRESA B|78.0|934|84|0.13|11.6|1.2|2452|55|0.37|14.6|1.4
2021-10-28 00:00:00|1397 IGN|22.4|52.0|MARCA 2|2002|999|Gasolina|538650.0|2021-04-04|EMPRESA C|83.0|917|131|0.27|13.0|3.6|2533|128|0.26|11.7|1.3
2021-10-23 00:00:00|5721 BZZ|21.9|54.2|MARCA 1|2019|1200|GNV|51300.0|2020-12-25|EMPRESA E|80.0|947|149|0.46|14.3|3.3|2388|97|0.11|14.7|1.1
2021-10-30 00:00:00|4342 GRC|19.2|41.8|MARCA 5|2020|1200|GNV|27540.0|2021-04-29|EMPRESA I|84.0|916|136|0.13|12.2|2.8|2419|77|0.47|11.6|2.5
2021-10-20 00:00:00|9631 QGW|18.1|44.1|MARCA 5|2008|1400|Gasolina|361530.0|2020-12-23|EMPRESA B|80.0|843|80|0.26|12.8|1.0|2333|97|0.39|14.7|3.0
2021-10-22 00:00:00|5463 WOV|20.0|42.0|MARCA 3|2011|1200|Gasolina|283500.0|2021-03-26|EMPRESA I|85.0|910|82|0.28|12.3|3.9|2414|105|0.29|11.7|2.1
2021-10-02 00:00:00|7540 XEU|22.2|55.4|MARCA 1|2005|1200|GNV_gasolina|432000.0|2021-01-23|EMPRESA J|73.0|936|54|0.13|12.6|2.0|2366|84|0.31|10.0|3.1
2021-10-04 00:00:00|6708 WLF|20.2|52.8|MARCA 5|2009|999|Gasolina|291600.0|2021-03-15|EMPRESA E|78.0|824|76|0.19|13.8|2.0|2620|145|0.42|10.0|2.4
2021-10-06 00:00:00|8128 NGY|22.4|52.9|MARCA 3|2001|1200|Gasolina|545400.0|2021-03-15|EMPRESA A|88.0|814|94|0.47|11.3|3.4|2406|141|0.35|10.5|1.9
2021-10-26 00:00:00|1033 BNZ|19.8|43.2|MARCA 4|2007|999|GNV|378000.0|2021-04-10|EMPRESA F|84.0|885|68|0.23|11.7|3.4|2385|61|0.44|15.5|3.3
2021-10-17 00:00:00|7250 RVQ|19.4|52.6|MARCA 1|2017|1400|Gasolina|112320.0|2021-03-28|EMPRESA G|76.0|874|94|0.35|13.0|1.1|2630|123|0.22|10.5|3.9
2021-10-09 00:00:00|1547 RQM|21.9|43.9|MARCA 3|2007|1200|GNV_gasolina|370440.0|2021-03-19|EMPRESA A|73.0|949|101|0.23|13.2|1.2|2510|64|0.16|11.6|3.5
2021-10-08 00:00:00|8129 SHI|18.5|42.8|MARCA 2|2016|1400|GNV|128250.0|2021-01-08|EMPRESA J|84.0|826|99|0.17|15.8|2.3|2533|58|0.12|15.5|3.1
2021-10-31 00:00:00|4258 JCV|19.4|42.6|MARCA 3|2005|1200|GNV|453600.0|2021-02-09|EMPRESA J|71.0|844|150|0.29|15.6|2.2|2672|91|0.45|12.9|2.4
2021-10-23 00:00:00|0496 EMX|22.5|48.1|MARCA 3|2013|1200|GNV_gasolina|226800.0|2021-02-28|EMPRESA B|78.0|804|54|0.47|15.1|2.4|2509|80|0.24|11.7|3.8
2021-10-31 00:00:00|3824 ZOO|19.9|49.5|MARCA 4|2004|999|GNV_gasolina|468180.0|2021-03-15|EMPRESA H|76.0|915|89|0.35|11.5|3.5|2413|127|0.46|13.9|3.7
2021-10-29 00:00:00|6854 SCW|18.8|52.3|MARCA 1|2008|1200|GNV|386100.0|2021-02-03|EMPRESA F|83.0|915|55|0.13|14.5|1.5|2606|94|0.17|14.4|2.3
2021-10-29 00:00:00|2656 KFD|21.5|43.7|MARCA 4|2020|999|Gasolina|26460.0|2021-03-15|EMPRESA G|88.0|848|124|0.48|13.0|2.5|2540|91|0.13|10.2|3.7
2021-10-11 00:00:00|4103 QLB|22.5|49.9|MARCA 2|2002|999|GNV|507870.0|2021-02-10|EMPRESA C|79.0|860|145|0.41|13.3|2.7|2420|105|0.47|10.1|1.4
2021-10-26 00:00:00|6904 CPN|22.6|50.9|MARCA 5|2009|1400|Gasolina|314280.0|2021-01-30|EMPRESA D|87.0|861|101|0.17|14.5|1.5|2661|113|0.16|15.0|1.3
2021-10-30 00:00:00|6822 EXQ|22.9|43.5|MARCA 5|2014|1200|GNV|207900.0|2021-04-02|EMPRESA C|86.0|883|105|0.24|12.4|3.6|2378|54|0.38|11.7|1.7
2021-10-05 00:00:00|0128 ZYJ|18.3|47.9|MARCA 5|2021|1200|Gasolina|13331.0|2021-01-22|EMPRESA F|83.0|887|118|0.22|12.6|2.2|2611|88|0.38|11.7|2.2
2021-10-31 00:00:00|5879 ZWB|18.5|47.3|MARCA 1|2018|999|Gasolina|81810.0|2021-01-02|EMPRESA C|84.0|819|142|0.26|12.7|2.2|2500|99|0.19|13.2|1.8
2021-10-10 00:00:00|8019 IUB|22.6|43.3|MARCA 2|2010|999|GNV_gasolina|294030.0|2021-05-02|EMPRESA G|81.0|908|59|0.34|15.1|3.5|2361|72|0.37|12.8|1.4
2021-10-17 00:00:00|0715 TVJ|22.2|48.5|MARCA 3|2004|999|GNV|463590.0|2021-05-21|EMPRESA F|85.0|831|63|0.42|10.5|2.8|2365|97|0.22|15.9|1.1
2021-10-24 00:00:00|6732 ENN|21.1|50.9|MARCA 4|2008|1200|Gasolina|322920.0|2021-01-09|EMPRESA F|86.0|877|66|0.49|15.2|3.5|2629|109|0.29|10.2|1.2
2021-10-19 00:00:00|3644 LRD|19.0|47.7|MARCA 5|2008|1400|GNV|372060.0|2021-03-15|EMPRESA C|75.0|849|135|0.12|10.2|3.1|2504|64|0.34|13.2|1.4
2021-10-01 00:00:00|8350 FZH|21.4|54.5|MARCA 5|2008|1200|Gasolina|379080.0|2021-03-05|EMPRESA E|88.0|905|148|0.26|12.3|3.6|2581|62|0.24|11.6|1.0
2021-10-21 00:00:00|9267 YAO|19.5|51.6|MARCA 4|2018|1400|GNV|72900.0|2021-05-14|EMPRESA I|78.0|861|139|0.46|10.8|2.5|2307|92|0.16|12.5|1.3
2021-10-13 00:00:00|7203 TWX|20.9|45.2|MARCA 1|2016|1400|GNV_gasolina|148500.0|2021-04-04|EMPRESA G|72.0|851|148|0.29|15.4|3.8|2446|68|0.37|12.1|3.3
2021-10-11 00:00:00|1239 RSD|18.9|49.4|MARCA 1|2014|1200|GNV|206010.0|2021-04-27|EMPRESA F|79.0|938|148|0.35|15.0|3.3|2423|106|0.23|15.9|2.6
2021-10-11 00:00:00|6147 TTX|22.1|49.5|MARCA 3|2017|1400|GNV_gasolina|112320.0|2021-05-10|EMPRESA I|79.0|918|62|0.23|13.0|3.3|2551|95|0.29|14.0|1.1
2021-10-28 00:00:00|3768 LSP|21.3|45.6|MARCA 3|2019|999|GNV_gasolina|55620.0|2021-01-22|EMPRESA G|88.0|914|79|0.15|15.0|3.6|2533|65|0.5|15.0|3.9
2021-10-06 00:00:00|0782 QWM|20.8|41.2|MARCA 5|2012|1400|GNV_gasolina|255150.0|2021-04-07|EMPRESA C|84.0|930|126|0.33|14.9|2.3|2496|111|0.24|14.3|1.3
2021-10-31 00:00:00|8975 OVA|18.0|47.5|MARCA 4|2006|1200|GNV_gasolina|421200.0|2021-01-20|EMPRESA B|75.0|892|73|0.19|15.0|2.4|2379|88|0.27|15.4|3.0
2021-10-23 00:00:00|4120 DEW|20.3|46.4|MARCA 3|2017|1400|Gasolina|98280.0|2021-01-05|EMPRESA B|77.0|851|116|0.27|11.5|2.3|2540|71|0.35|13.3|3.9
2021-10-12 00:00:00|6412 JCF|18.1|46.6|MARCA 3|2018|999|GNV|76140.0|2021-04-19|EMPRESA E|87.0|870|80|0.46|11.2|2.7|2575|113|0.2|12.5|3.7
2021-10-25 00:00:00|7068 NVC|18.9|52.8|MARCA 4|2020|999|Gasolina|25920.0|2020-12-30|EMPRESA E|71.0|840|55|0.3|15.4|1.5|2479|58|0.43|14.8|2.0
2021-10-03 00:00:00|0787 VDQ|19.7|46.9|MARCA 4|2010|1400|GNV|326700.0|2020-12-19|EMPRESA C|78.0|816|128|0.24|11.9|3.7|2604|51|0.47|12.5|1.5
2021-10-27 00:00:00|5003 BSG|22.5|47.0|MARCA 4|2003|1400|GNV_gasolina|505440.0|2021-02-26|EMPRESA G|82.0|926|113|0.31|10.5|1.7|2583|83|0.21|13.0|1.3
2021-10-05 00:00:00|4244 WKU|21.0|49.1|MARCA 1|2016|1200|GNV|132300.0|2021-01-28|EMPRESA C|84.0|804|127|0.21|13.3|3.8|2651|127|0.16|12.3|1.6
2021-10-20 00:00:00|7073 QQF|19.7|44.1|MARCA 1|2005|1400|Gasolina|401760.0|2021-03-08|EMPRESA C|75.0|873|99|0.23|13.4|2.6|2573|99|0.38|11.2|1.1
2021-10-02 00:00:00|9734 RVP|20.4|49.6|MARCA 1|2015|999|GNV|157140.0|2021-05-23|EMPRESA H|82.0|809|118|0.47|15.3|1.9|2666|126|0.45|12.8|2.3
2021-10-08 00:00:00|5440 PLK|21.9|49.3|MARCA 5|2020|999|Gasolina|25110.0|2021-04-21|EMPRESA I|79.0|947|100|0.45|14.0|1.7|2341|149|0.17|14.7|1.6
2021-10-07 00:00:00|5859 TSU|22.5|55.2|MARCA 3|2009|1200|Gasolina|356400.0|2021-04-16|EMPRESA F|70.0|911|76|0.23|12.9|1.3|2672|125|0.25|12.6|3.1
